"title","author","rank_score","rating","n_reviews","n_pages","year","first_published","publisher","characters","language","series","setting","description"
"Sabtu Bersama Bapak","Adhitya Mulya",183,4.27,1053,278,2014,NA,"GagasMedia",NA,"Indonesian",NA,NA,"“Hai, Satya! Hai, Cakra!” Sang Bapak melambaikan tangan.“Ini Bapak.Iya, benar kok, ini Bapak.Bapak cuma pindah ke tempat lain. Gak sakit. Alhamdulillah, berkat doa Satya dan Cakra.…Mungkin Bapak tidak dapat duduk dan bermain di samping kalian.Tapi, Bapak tetap ingin kalian tumbuh dengan Bapak di samping kalian.Ingin tetap dapat bercerita kepada kalian.Ingin tetap dapat men"
"Nibiru dan Kesatria Atlantis","Tasaro G.K.",182,4.02,73,692,2010,NA,"Tiga Serangkai",NA,"Indonesian",NA,NA,"Tahun 13.359 Sebelum Masehi Dhaca Suli tahu, kehancuran Kedhalu akan segera tiba. Ramalan kedatangan Nibiru hampir terpenuhi. Sang pembawa kiamat itu pasti muncul setiap 5.013 tahun; mengancam kehidupan dunia. Meski tampak mustahil, Dhaca bertekad untuk melawannya.Ribuan tahun sebelum Avatar pertama lahir, Pulau Kedhalu yang terpencil telah dihuni oleh orang-orang yang mem"
"Belantik","Ahmad Tohari",181,3.81,11,142,2001,NA,"Gramedia Pustaka Utama",NA,"Indonesian","Bekisar Merah #2",NA,"Kota besar seperti Jakarta bisa mengubah orang menjadi apa saja. Lasi, seorang perempuan dusun, bisa diubah menjadi orang yang-meskipun tanpa disadarinya-ikut menentukan perilaku dan praktek kekuasaan negara.Awalnya, melalui lika-liku jaringan bisnis berahi kalangan atas, Lasi yang berdarah Jawa-Jepang terseret ke dalam pusaran hidup para elite yang pragmatis dan korup. De"
"A Wish For Love","Mariskova",181,3.17,30,376,2013,NA,"Gramedia Pustaka Utama",NA,"Indonesian",NA,NA,"Love is a myth.Cinta hanya datang kepada sedikit orang yang beruntung. Dan aku bukan salah satu yang beruntung itu.But that’s fine. Aku tidak membutuhkan cinta. Menurutku, dua orang dewasa yang saling peduli dan menghormati sudah cukup untuk menjalin hubungan yang baik. Seperti aku dan Rio. Bertahun-tahun aku menjadi kekasih Rio tanpa pernah mencintainya dan itu sudah cuku"
"Pusaran Arus Waktu (Labirin Lazuardi, #3)","Gola Gong",180,3.76,7,240,2007,NA,"Tiga Serangkai",NA,"Indonesian","Labirin Lazuardi #3","Indonesia","Ini novel sekuel yang menarik dan menyentuh perasaan. Pergulatan manusia dengan “sang nasib” dikisahkan dengan gaya bertutur yang mengalir, romantik, dan semipopuler, khas Gola Gong. Sebauh bacaan yang menghibur sekaligus mencerahkan.-Ahmadun Yosi Herfanda, sastrawan dan redaktur sastra Harian Repiblika-Balada Si Roy, lewat itu saya mengenal Gola Gong, satu-satunya penulis"
"Kronik Lumpur Lapindo: Skandal Bencana Industri Pengeboran Migas Di Sidoarjo","Bosman Batubara",179,NA,2,268,2012,NA,"INSISTPress",NA,"Indonesian",NA,NA,"Enam tahun lalu di Kecamatan Porong, Sidoarjo, Jawa Timur, tiba-tiba perut Bumi memuntahkan lumpur panas. Bak bah, lumpur membeludak hingga menggulung apapun yang ada: rumah, pekarangan, fasilitas umum, hingga kenangan. Tujuh desa tenggelam dalam lautan lumpur panas. Tidak ada yang mengira bencana itu akan datang sebegitu mendadak.Namun, ini bukanlah azab seperti dalam kis"
"Orang-orang Kalah: Kisah Penyingkiran Masyarakat Adat Kepulauan Maluku","Roem Topatimasang",179,4.18,1,233,2016,NA,"INSISTPress",NA,"Indonesian",NA,"Indonesia","Mulanya, buku berjudul Orang-Orang Kalah ini merupakan laporan hasil kajian awal program-program berperspektif budaya dan lingkungan hidup yang menyentuh langsung kebutuhan maupun kepentingan kelompok masyarakat adat di Maluku__ diprakarsai Yayasan Sejati pada 1993. Dibukukan kembali dengan pertimbangan isi laporan tersebut masih penad untuk memberikan pemaknaan mendalam p"
"Mengubah Kebijakan Publik","Roem Topatimasang",178,4.18,0,210,2007,NA,"INSISTPress",NA,"Indonesian",NA,"Indonesia","“Advokasi seperti halnya media lainnya yang berkait dalam rangka untuk pencapaian tujuan, tidaklah sehebat yang sering dibayangkan oleh pelaku.Advokasi adalah usaha sistematik dan terorganisir, untuk suatu perubahan secara bertahap-maju.Advokasi memang bukan revolusi, bahkan advokasi adalah suatu usaha perubahan sosial melalui media perjuangan dengan menggunakan sistem yan"
"Topan Marabunta","Afifah Afra",177,3.48,11,178,2002,2002,"Gema Insani Press",NA,"Indonesian","Marabunta #1",NA,NA
"Dan Kematian Makin Akrab: Pilihan Sajak","Subagio Sastrowardoyo",177,4.14,19,152,1995,NA,"Gramedia Widiasarana Indonesia",NA,"Indonesian",NA,NA,NA
"Godlob: Kumpulan Cerita Pendek","Danarto",177,3.93,20,157,1987,1974,"Pustaka Utama Grafiti",NA,"Indonesian",NA,NA,"Cerpen-cerpen Danarto adalah parabel-parabel religius yang luar biasa kaya dinamika dan daya imajinasinya. Tradisional tetapi sekaligus kontemporer. Gambaran mempesona tentang eksistensi manusia dari sudut pandangan orang Jawa. Meramu dua dunia: dunia nyata sehari-hari dan sebuah dunia di luar batas logika, konvensi, dan indera."
"Nyanyi Sunyi","Amir Hamzah",177,3.84,10,30,2004,1937,"Dian Rakyat",NA,"Indonesian",NA,NA,"Kumpulan puisi gabungan Nyanyi Sunyi & Buah Rindu oleh Amir Hamzah."
"Coklat Stroberi","Christian Simamora",177,3.05,7,178,2007,NA,"GagasMedia",NA,"Indonesian",NA,NA,"Coklat itu ibaratnya sifat maskulin cowok, lo dinilai dari kemampuan lo mencapai kesuksesan dan keagresifan lo meraih kemenangan. Artinya, lo harus jadi kuat dan tau juga caranya ‘main kasar’. Cowok dihadapkan ke satu tujuan yang jelas, jadi pemenang. Mo gimana kek caranya, lo harus bisa lebih sukses dari orang lain.Jadi cowok sejati itu ya jangan bersifat kayak cewek. Jan"
"Petani & Penguasa: Dinamika Perjalanan Politik Agraria Indonesia","Noer Fauzi Rachman",177,4.8,0,316,2017,NA,"INSISTPress",NA,"Indonesian",NA,NA,"Persoalan sengketa tanah saat ini sudah gawat. Berbagai kasus tanah, dari tahun 80-an hingga sekarang masih saja menyisakan tragedi luar biasa. Bentuk manipulasi dan kekerasan dalam penanganan kasus tanah masih dominan. Malahan beberapa kasus tanah menggunakan berbagai teror dan pemakaian senjata yang berakibat banyak jatuh korban. Dalam rangkaian kisah-kisah pelanggaran,"
"Infinitely Yours","Orizuka",175,3.94,358,304,2011,NA,"GagasMedia","Jingga, Narayan","Indonesian",NA,NA,"Orang bilang, pertemuan pertama selalu kebetulan. Tapi, bagaimana caramu menjelaskan pertemuan-pertemuan kita selanjutnya? Apakah Tuhan campur tangan di dalamnya?Kita bukanlah dua garis yang tak sengaja bertabrakan. Sekeras apa pun usaha kita berdua, saling menjauhkan diri—dan menjauhkan hati—pada akhirnya akan bertemu kembali.Kau tak percaya takdir, aku pun tidak. Karenan"
"Sang Pemusar Gelombang","Muhammad Irfan Hidayatullah",175,3.67,16,500,2012,NA,"Salamadani",NA,"Indonesian",NA,NA,"""Akulah petualangan yang mencari kebenaran. Akulah manusia yang mencari makna dan hakikat kemanusiannya di tengah manusia. Akulah patriot yang berjuang menegakkan kehormatan, kebebasan, ketenangan, dan kehidupan yang baik bagi tanah air di bawah naungan Islam yang hanif."" (Hasan Al-Banna)Sosok dan teladan Syaikh Hasan Al-Banna telah menciptakan pusaran gelombang pemikiran"
"Belajar dari Pengalaman: Panduan Pelatihan Partisipatif untuk Pengembangan Masyarakat","Roem Topatimasang",175,NA,0,294,1986,NA,"P3M Jakarta",NA,"Indonesian",NA,NA,"Buku ini adalah buku panduan untuk para pemandu latihan. Sebuah buku petunjuk pelaksanaan latihan yang berisi uraian tentang dasar-dasar pemikiran, tujuan, materi atau isi, cara atau metode, media atau peralatan, proses dan waktu pelaksanaan, dan juga evaluasi suatu program latihan.Buku ini ditujukan untuk program Latihan Pemandu Latihan (Training for Traners). Latihan Pem"
"Bersaksi Untuk Pembaruan Agraria: dari Tuntutan Lokal Hingga Kecenderungan Global","Noer Fauzi Rachman",174,4.62,0,180,2016,NA,"INSISTPress",NA,"Indonesian",NA,NA,"Suatu ketika penulis buku ini ditanya dalam bahasa Sunda oleh seorang tokoh petani Badega, Kabupaten Garut, Jawa Barat, yang baru keluar dari penjara, kurang lebih artinya, “Mengapa para petani di desa-desa dirampas tanahnya dan tidak dilindungi oleh pemerintah? Sebaliknya, petani yang mengambil kembali tanah kepunyaannya justru dipenjarakan?”Semasa lebih dari 17 tahun set"
"Senja di Jakarta","Mochtar Lubis",172,3.97,63,293,1992,1963,"Yayasan Obor Indonesia",NA,"Indonesian",NA,NA,"Suasana tak menentu seperti yang terjadi di Jakarta, dimanfaatkan dengan baik oleh orang yang mempunyai sifat bunglon, salah satu di antaranya adalah Halim. Pada saat Partai Indonesia berkuasa. Halim memihak partai tersebut. Ia memperoleh sejumlah besar uang untuk surat kabar yang dipimpinnya. Tentu saja, sebagian besar masuk ke kantongnya dan mendapat “hadiah” dari Partai"
"Good Fight","Christian Simamora",172,3.77,149,514,2012,NA,"Gagas Media","Indra, Lisa, Teresia, Jethro Liem, Nadine Sasongko...more, Fernanda Basuki, Sesa, Samy...less","Indonesian","#JBOYFRIEND",NA,"Editor: Gita Romadhona--------------------Dia tak benar-benar mencintaimu, kau dan aku sama-sama tahu itu.Dibawakannya kau bunga, tetapi bukan kesukaanmu. Digenggamnya jemarimu, tetapi tidak cukup mesra. Dia mencium bibir indahmu, lalu cepat-cepat menyudahinya.Puaskah kau dengan cinta seperti itu?Sampai kapan kau terus duduk di situ, menunggu dia berbalik menginginimu?Be"
"Manusia Indonesia","Mochtar Lubis",171,3.83,71,135,1978,1977,"Yayasan Idayu",NA,"Indonesian",NA,NA,"ceramah pada tanggal 6 April 1977 di Taman Ismail Marzuki- Jakarta"
"With You","Christian Simamora",170,3.75,149,316,2012,NA,"Gagas Media",NA,"Indonesian","#JBOYFRIEND",NA,"365 hari dalam setahun,24 jam dalam sehari.Di antara semua waktu yang kita punya,kau sengaja memilih hari itu.keluar dari mimpi indah,lalu hadir dalam hidupku...sebagai cinta yang selama ini aku tunggu. WITH YOU adalah Gagas Duet, novella dari dua penulis GagasMedia: Christian Simamora dan Orizuka. Keduanya mempersembahkan dua cerita cinta yang menemukan takdirnya dalam sa"
"Asmaradana: Pilihan Sajak, 1961-1991","Goenawan Mohamad",169,3.95,8,143,1992,NA,"Gramedia Widiasarana Indonesia",NA,"Indonesian",NA,NA,"This is a collection of selected poetry in span of 30 years by Goenawan Mohamad, one of the founders of TEMPO a prominenet Indonesian newsmagazine and a renowed figure in the country literary scene."
"Pillow Talk","Christian Simamora",168,3.47,235,459,2010,2010,"GagasMedia",NA,"Indonesian","#JBOYFRIEND",NA,"Pillow Talk: Setiap Hati Punya RahasiaKami ‘bersahabat’ sejak kecil.Tepatnya, kalau ada kata lain untuk menggambarkan sesuatu yang melampaui ‘sahabat’, maka kata itulah kami. Berbagi cerita, berbagi rahasia. Bahkan, tanpa disadari, kami pun membagi cinta.Tapi, apakah kau tahu, rasanya saling mencintai namun bertahan untuk tidak saling memiliki? Percayalah, ini lebih buruk"
"Lanang","Yonathan Rahardjo",166,2.82,27,440,2008,NA,"Alvabet",NA,"Indonesian",NA,"Indonesia","Doktor Dewi seorang antek korporasi asing. Berkepentingan memasok produk rekayasa genetika dari luar negeri, dia ciptakanlah hewan transgenik penyebar virus penyakit, Burung Babi Hutan. Sejak kemunculan makhluk aneh ini, area peternakan sapi perah tempat Lanang bekerja tiba-tiba terserang penyakit gaib. Ribuan sapi mati. Warga pun gempar.Bersama pemerintah dan masyarakat,"
"Guilty Pleasure","Christian Simamora",166,3.58,95,410,2014,NA,"GagasMedia",NA,"Indonesian","#JBOYFRIEND",NA,"BERHENTILAH MENCARI LAKI-LAKI UNTUK MEMBUATMU BAHAGIA.MULAILAH MENJADI PEREMPUAN BAHAGIA YANG DICARI LAKI-LAKI.Dear pembaca,Sebelumnya, aku minta maaf karena terpaksa mengakui kalau cerita ini dimulai dengan adegan paling klise di sepanjang sejarah fiksi: tabrakan. Pembelaan dari diriku hanyalah, saat menuliskannya di bagian awal cerita, entah kenapa aku yakin sekali ini c"
"Love and Shock: Perkawinan Antar Bangsa","Tat",165,3.63,8,210,2007,NA,"Restu Agung",NA,"Indonesian",NA,NA,"Menikah dengan orang asing masih dipandang sebagai hal yang negatif oleh sebagian besar anggota masyarakat Indonesia. Belum ada informasi yang cukup membahas masalah dalam perkawinan antarbangsa mendorong penulis untuk menulis buku ini. Seperti pernikahan pada umumnya, perempuan Indonesia yang menikah dengan WNA pun menemui beberapa masalah dan konflik dalam kehidupan perk"
"Rafilus","Budi Darma",164,3.76,34,198,1988,NA,"Balai Pustaka",NA,"Indonesian",NA,NA,"Budi Darma selalu berurusan dengan jungkir balik kehidupan. Rafilus adalah radikalisasi urusan tersebut. Seluruh tokoh dalam Rafilus adalah manusia yang terkondisi oleh kesadaran akan keterbatasannya.Dalam Rafilus, Budi Darma terus mengikuti perjalanan imajinasinya dengan cermat. Tema, penokohan, dan cara penyajian yang merupakan ciri khas Budi Darma terangkat dengan sendi"
"Karena Kita Tidak Kenal","Farida Susanty",164,3.71,85,199,2010,NA,"Grasindo",NA,"Indonesian",NA,NA,"Ini adalah cerita tentang orang asing. Merasa asing dengan diri sendiri, membagi rahasia dengan orang asing, mencoba menarik perhatian orang asing, dan memengaruhi hidup orang-orang asing._______________________________________________________________“Orang-orang paling keren di Frienster, Facebook, dilihat dari jumlah temannya. 500. 1000? Tentu saja aku akan berusaha puny"
"Tionghoa dalam Pusaran Politik","Benny G. Setiono",163,4.05,6,1166,2008,2003,"Transmediapustaka",NA,"Indonesian",NA,"Indonesia","“Biasanya komunitas Tionghoa dibahas tersendiri. Kini, keunikan peran mereka digambarkan dalam sejarah panjang bangsa Indonesia. Buku yang merupakan perintis ini, ditulis dengan bersemangat. Tionghoa dilukis di atas kanvas raksasa.”Dr. Asvi Warman Adam—Ahli Peneliti Utama LIPI“Untuk mengerti tempat, sikap, dan kedudukan suatu minoritas, tidak ada jalan lain kecuali mendala"
"Tia","Kembangmanggis",163,3.82,25,280,1985,NA,"Gramedia Pustaka Utama",NA,"Indonesian",NA,NA,"Tia, seorang gadis SMA kelas dua, menatap kedewasaan dengan penuh ironi. Kedewasaan adalah penghapusan sekian banyak kenikmatan hidup - begitu selalu pendapatnya. Namun tentu saja dia tidak dapat menahan perputaran dunia. Hukum alam berlaku pada setiap manusia, termasuk Tia, yang sejak awal tegas-tegas menolaknya. Di saat dia tengah memasuki arti kedewasaan itu sendiri, Ti"
"Benny: Tragedi Seorang Loyalis","Julius Pour",162,3.97,14,402,2007,1993,"Kata Hasta Pustaka",NA,"Indonesian",NA,NA,NA
"Come On Over (CO2)","Christian Simamora",160,3.69,67,450,2014,NA,"Twigora",NA,"Indonesian","#JBOYFRIEND",NA,"KATAKAN PADAKU, BAGAIMANA CARANYA MERELAKAN SESEORANGYANG TAK PERNAH JADI MILIKMU?Dear pembaca,Sejak ide dasar cerita ini muncul di kepala, hidupku benar-benar tidak tenang. Aku dipaksanya memutar otak, mengerjakan plot, memikirkan kedua tokoh utamanya hampir sepanjang waktu. Dan tiga bulan kemudian, akhirnya aku bisa menghela napas lega. Cerita tentang Jermaine dan Tata b"
"Waton Urip","Sindhunata",159,4.08,4,144,2005,NA,"Nineart Publishing",NA,"Indonesian",NA,NA,NA
"Gergasi: Kumpulan Cerita Pendek","Danarto",159,3.79,9,228,1993,1993,"Pustaka Firdaus",NA,"Indonesian",NA,NA,NA
"Montase","Windry Ramadhina",158,3.8,261,368,2012,NA,"Gagas Media",NA,"Indonesian",NA,NA,"Aku berharap tak pernah bertemu denganmu.Supaya aku tak perlu menginginkanmu, memikirkanmu dalam lamunku.Supaya aku tak mencarimu setiap kali aku rindu.Supaya aku tak punya alasan untuk mencintaimu.Dan terpuruk ketika akhirnya kau meninggalkanku.Tapi...,kalau aku benar-benar tak pernah bertemu denganmu, mungkin aku tak akan pernah tahu seperti apa rasanya berdua saja den"
"Interlude","Windry Ramadhina",158,3.9,217,380,2014,NA,"Gagasmedia",NA,"Indonesian",NA,NA,"Hanna,listen.Don’t cry, don’t cry.The world is envy.You’re too perfectand she hates it.Aku tahu kau menyembunyikan luka di senyummu yang retak. Kemarilah, aku akan menjagamu, asalkan kau mau mengulurkan tanganmu.“Waktu tidak berputar ulang. Apa yang sudah hilang, tidak akan kembali. Dan, aku sudah hilang.” Aku ingat kata-katamu itu, masih terpatri di benakku.Aku tidak sela"
"Jejak-Jejak","Bubin Lantang",153,3.99,7,195,1993,1990,"PT Gramedia Pustaka Utama",NA,"Indonesian","Anak-anak Mama Alin",NA,NA
"111 Kolom Bahasa Kompas","Salomo Simanungkalit",152,3.84,11,347,2006,NA,"Penerbit Buku Kompas",NA,"Indonesian",NA,NA,"Ditulis dengan cara ringan tanpa kehilangan kebijakan di dalamnya, kolom-kolom Bahasa Kompas yang hadir saban pekan di Harian Kompas merupakan kritik kepada Bahasa Indonesia, kepada kebiasaan berbahasa, dan kepada pengguna bahasa. Para penulis datang dari beragam latar bidang atau keahlian, sebagian kecil saja yang benar-benar munsyi. Buku ini merupakan kumpulan 111 kolom"
"Sang Presiden","Herry Gendut Janarto",149,3.29,6,126,2003,NA,"Gramedia Pustaka Utama",NA,"Indonesian",NA,NA,"""Jadi presiden itu sesungguhnya tidak sulit, gampang-gampang saja,"" papar Haryo Timbil enteng, kala itu. ""Yang terpenting, seorang presiden itu harus senantiasa berpihak kepada rakyat, harus bisa ngomong dan ngemong rakyat. Kata kuncinya: melayani! Kedaulatan rakyat harus dijunjung tinggi-tinggi, dan jangan sekali-kali menyakiti hati rakyat. Takhta benar-benar untuk rakyat"
"Runtuhnya Kerajaan Hindu-Jawa dan Timbulnya Negara-negara Islam di Nusantara","Slamet Muljana",147,3.99,11,302,2008,1968,"LKiS",NA,"Indonesian",NA,"Indonesia","Setelah hampir 200 tahun berdiri megah sebagai kerajaan Hindu tertua di tanah Jawa, Majapahit akhirnya hancur terkubur dalam puing-puing sejarah. Keruntuhannya terpicu oleh pergolakan sosial-politik yang tak terpisahkan dari peran Walisongo dalam persebaran Islam di Nusantara. Perebutan kekuasaan dan pertarungan ekonomi turut pula mewarnai episode terpenting dari sejarah I"
"Dilatasi Memori","Ari Nur",146,3.66,51,312,2004,NA,"DAR! Mizan",NA,"Indonesian","Al Banna #2","Indonesia","Kelanjutan dari Diorama Sepasang Al-banna.Ketika cinta dikhianati, apa yang akan terjadi? Ketika ketulusan disalahartikan, akankah kesetiaan bisa dipertahankan? Dea, kekasih Ryan di masa lalu, datang bagai badai yang mengguncang bahtera AlBanna. Badai itu datang saat Rani menghadapi proyek besar, merancang shopping mall! Benarkah cinta itu bersemi kembali di antara Dea dan"
"Rahasia Dua Hati","Muthmainnah",146,3.62,27,507,2003,NA,"Syaamil",NA,"Indonesian",NA,"United Kingdom","Story about two people from two different cultures."
"Balada Si Roy 6: Solidarnosc","Gola Gong",145,4.03,5,100,1991,NA,"Gramedia Pustaka Utama",NA,"Indonesian","Balada Si Roy #6","Indonesia","dan sungai yang mengalir ke samudradan ombak yang menjemput di muaraialah cinta yang tak pernah alpaketulusan tak putus ditikam musimjarak mengobarkan rindu dalam rahimbagai unggun api yang terus menyalaangin pun tak kuasa memadamkannya!Toto ST Radikepisode 1 - Solidarnosc"
"September","Noorca M. Massardi",137,3.35,10,622,2007,2006,"Tiga Serangkai",NA,"Indonesian",NA,NA,NA
"Rintihan Burung Kedasih: Sebuah Roman Revolusi","Pandir Kelana",130,2.89,2,403,1992,1984,"Gramedia Pustaka Utama",NA,"Indonesian",NA,"Indonesia",NA
"Dari Kamp ke Kamp","Mia Bustam",126,3.68,5,273,2008,NA,"Spasi & VHR Book",NA,"Indonesian",NA,"Indonesia","Buku yang berisi pengalaman Mia Bustam, istri pelukis terkenal S. Soedjojono. Sebagai salah satu seniman yang tergabung dalam Lembaga Kebudayaan Rakyat (Lekra), organisasi kesenian yang sering dikait-katikan dengan PKI, Mia harus menghabiskan sebagian besar hidupnya di sejumlah penjara selama pemerintahan Orde Baru."
